symbol,name,close,volume,source_screener,scraped_at
APLAPOLLO,Apl Apollo Tubes Limited,2198,1580478,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823575
LUPIN,Lupin Limited,2173.7,600785,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823578
BHARATFORG,Bharat Forge Limited,1557.5,638178,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823579
ASTRAL,Astral Ltd,1472.2,998285,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823581
TORNTPOWER,Torrent Power Limited,1429,519206,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823584
JSWSTEEL,Jsw Steel Limited,1236.2,918161,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823586
JINDALSTEL,Jindal Steel Ltd,1189.9,988037,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823588
SONACOMS,Sona BLW Precision Forgings Ltd,513.5,959773,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823590
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),443.35,5313719,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823591
NTPC,Ntpc Limited,365.05,7328789,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823593
ONGC,Oil & Natural Gas Corporation Limited,268.95,10013728,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823595
ASHOKLEY,Ashok Leyland Limited,201.84,9580410,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823597
SAIL,Steel Authority Of India Limited,160.52,29587522,https://chartink.com/screener/hmsma,2026-02-08T00:15:20.823599
